order_id,context,chart_type,task,q1_pre,q2_pre,q3_pre,q4_pre,comment,q1_post,q2_post,q3_post,q4_post,q1_oor,q2_oor,name
357,energy and environment,100 percent bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-energy_and_environment
358,energy and environment,100 percent bar,estimate difference,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
359,energy and environment,100 percent bar,estimate ratio,3,3,Y,N,,3,3,Y,Y,,,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
360,energy and environment,100 percent bar,estimate average,3,4,Y,Y,,3,4,Y,Y,,,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
361,energy and environment,100 percent bar,describe trend or correlation,3,4,Y,M,,3,4,Y,Y,,,100_percent_stacked_bar_chart-describe_trend_or_correlation-energy_and_environment
362,energy and environment,100 percent bar,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
363,energy and environment,100 percent bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
364,energy and environment,100 percent bar,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment
365,energy and environment,area,make comparisons,4,4,Y,Y,,,,,,,,area_chart-make_comparisons-energy_and_environment
366,energy and environment,area,identify range,4,4,Y,Y,,,,,,,,area_chart-identify_range-energy_and_environment
367,energy and environment,area,retrieve value,4,4,Y,Y,,,,,,,,area_chart-retrieve_value-energy_and_environment
368,energy and environment,area,locate value,4,4,Y,Y,,,,,,,,area_chart-locate_value-energy_and_environment
369,energy and environment,area,identify labels of scales,4,4,Y,Y,,,,,,,,area_chart-identify_labels_of_scales-energy_and_environment
370,energy and environment,area,describe the topic of the visualization,4,4,Y,Y,,,,,,,,area_chart-describe_the_topic_of_the_visualization-energy_and_environment
371,energy and environment,area,estimate difference,4,4,Y,Y,,4,4,Y,Y,,,area_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
372,energy and environment,area,estimate ratio,4,4,Y,N,,4,4,Y,Y,,,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
373,energy and environment,area,estimate average,3,4,Y,Y,,,,,,,,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
374,energy and environment,area,describe trend or correlation,4,4,Y,Y,,,,,,,,area_chart-describe_trend_or_correlation-energy_and_environment
375,energy and environment,area,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,area_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
376,energy and environment,area,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
377,energy and environment,area,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,area_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment
378,energy and environment,stacked area,make comparisons,3,3,N,M,very close comparison,3,3,N,M,,,stacked_area_chart-make_comparisons-energy_and_environment
379,energy and environment,stacked area,identify range,3,1,N,N,unclear question phrasing,3,1,N,N,,,stacked_area_chart-identify_range-energy_and_environment
380,energy and environment,stacked area,retrieve value,4,4,Y,Y,,,,,,,,stacked_area_chart-retrieve_value-energy_and_environment
381,energy and environment,stacked area,locate value,3,4,Y,Y,,,,,,,,stacked_area_chart-locate_value-energy_and_environment
382,energy and environment,stacked area,identify labels of scales,4,4,Y,Y,,,,,,,,stacked_area_chart-identify_labels_of_scales-energy_and_environment
383,energy and environment,stacked area,describe the topic of the visualization,4,4,Y,Y,,,,,,,,stacked_area_chart-describe_the_topic_of_the_visualization-energy_and_environment
384,energy and environment,stacked area,estimate difference,3,4,N,M,very close,,,,,,,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
385,energy and environment,stacked area,estimate ratio,4,4,Y,Y,,,,,,y,y,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
386,energy and environment,stacked area,estimate average,3,4,N,M,very close,,,,,,,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
387,energy and environment,stacked area,describe trend or correlation,4,4,Y,Y,,,,,,,,stacked_area_chart-describe_trend_or_correlation-energy_and_environment
388,energy and environment,stacked area,describe the characteristics of an alternative chart type,3,3,Y,Y,,,,,,,,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
389,energy and environment,stacked area,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
390,energy and environment,stacked area,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment
391,energy and environment,scatterplot,make comparisons,4,4,Y,Y,,,,,,,,scatterplot-make_comparisons-energy_and_environment
392,energy and environment,scatterplot,identify range,4,4,Y,Y,,,,,,,,scatterplot-identify_range-energy_and_environment
393,energy and environment,scatterplot,retrieve value,4,4,Y,Y,,,,,,,,scatterplot-retrieve_value-energy_and_environment
394,energy and environment,scatterplot,locate value,4,4,Y,Y,,,,,,,,scatterplot-locate_value-energy_and_environment
395,energy and environment,scatterplot,identify labels of scales,4,4,Y,Y,,,,,,,,scatterplot-identify_labels_of_scales-energy_and_environment
396,energy and environment,scatterplot,describe the topic of the visualization,4,4,Y,Y,,,,,,,,scatterplot-describe_the_topic_of_the_visualization-energy_and_environment
397,energy and environment,scatterplot,estimate difference,4,2,N,M,unclear question phrasing,4,2,N,M,,y,scatterplot-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
398,energy and environment,scatterplot,estimate ratio,4,1,N,N,"""first data point""?",,,,,,y,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
399,energy and environment,scatterplot,estimate average,4,4,Y,Y,,,,,,,,scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
400,energy and environment,scatterplot,describe trend or correlation,4,4,Y,Y,,,,,,,,scatterplot-describe_trend_or_correlation-energy_and_environment
401,energy and environment,scatterplot,describe the characteristics of an alternative chart type,3,4,Y,Y,"boxplot is not part of the chart types set that we deemed worth testing, so it this a good alternative chart type to test for?",,,,,,,scatterplot-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
402,energy and environment,scatterplot,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
403,energy and environment,scatterplot,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,scatterplot-judge_which_task_this_visualization_design_best_supports-energy_and_environment
404,energy and environment,bubble ,make comparisons,4,4,Y,Y,size but not hard to compare,,,,,y,y,bubble_chart-make_comparisons-energy_and_environment
405,energy and environment,bubble ,identify range,3,3,Y,Y,,,,,,,,bubble_chart-identify_range-energy_and_environment
406,energy and environment,bubble ,retrieve value,3,4,Y,Y,,4,4,Y,Y,,,bubble_chart-retrieve_value-energy_and_environment
407,energy and environment,bubble ,locate value,4,4,Y,Y,,,,,,,,bubble_chart-locate_value-energy_and_environment
408,energy and environment,bubble ,identify labels of scales,4,4,Y,Y,,,,,,,,bubble_chart-identify_labels_of_scales-energy_and_environment
409,energy and environment,bubble ,describe the topic of the visualization,4,4,Y,Y,,,,,,,,bubble_chart-describe_the_topic_of_the_visualization-energy_and_environment
410,energy and environment,bubble ,estimate difference,3,4,N,M,very close,3,4,N,M,,,bubble_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
411,energy and environment,bubble ,estimate ratio,1,3,Y,Y,ratio of different types of values,1,3,Y,Y,y,,bubble_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
412,energy and environment,bubble ,estimate average,4,4,N,N,,4,4,Y,Y,,,bubble_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
413,energy and environment,bubble ,describe trend or correlation,4,4,Y,N,wrong,4,4,Y,N,,,bubble_chart-describe_trend_or_correlation-energy_and_environment
414,energy and environment,bubble ,describe the characteristics of an alternative chart type,4,3,N,N,bubble chart hard to replace,,,,,,,bubble_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
415,energy and environment,bubble ,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
416,energy and environment,bubble ,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,bubble_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment
417,energy and environment,pie,make comparisons,4,4,Y,Y,,,,,,,,pie_chart-make_comparisons-energy_and_environment
418,energy and environment,pie,identify range,3,4,Y,Y,,3,4,Y,Y,,,pie_chart-identify_range-energy_and_environment
419,energy and environment,pie,retrieve value,4,4,Y,Y,,,,,,,,pie_chart-retrieve_value-energy_and_environment
420,energy and environment,pie,locate value,4,4,Y,Y,,,,,,,,pie_chart-locate_value-energy_and_environment
421,energy and environment,pie,identify labels of scales,2,2,N,N,special error - pie chart no legend,,,,,,,pie_chart-identify_labels_of_scales-energy_and_environment
422,energy and environment,pie,describe the topic of the visualization,4,3,Y,Y,,,,,,,,pie_chart-describe_the_topic_of_the_visualization-energy_and_environment
423,energy and environment,pie,estimate difference,4,4,Y,Y,,,,,,,,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
424,energy and environment,pie,estimate ratio,3,4,Y,Y,,,,,,,,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
425,energy and environment,pie,estimate average,3,3,Y,Y,,3,3,Y,Y,,,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
426,energy and environment,pie,describe trend or correlation,1,3,Y,Y,chart type not suitable for chart type,,,,,y,,pie_chart-describe_trend_or_correlation-energy_and_environment
427,energy and environment,pie,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,pie_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
428,energy and environment,pie,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
429,energy and environment,pie,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,pie_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment
430,energy and environment,histogram,make comparisons,4,4,Y,Y,,,,,,,,histogram-make_comparisons-energy_and_environment
431,energy and environment,histogram,identify range,4,3,Y,Y,,,,,,,,histogram-identify_range-energy_and_environment
432,energy and environment,histogram,retrieve value,3,3,N,N,aggregation problem,3,3,N,N,,,histogram-retrieve_value-energy_and_environment
433,energy and environment,histogram,locate value,4,4,Y,Y,,,,,,,,histogram-locate_value-energy_and_environment
434,energy and environment,histogram,identify labels of scales,4,4,Y,Y,,,,,,,,histogram-identify_labels_of_scales-energy_and_environment
435,energy and environment,histogram,describe the topic of the visualization,4,4,Y,Y,,,,,,,,histogram-describe_the_topic_of_the_visualization-energy_and_environment
436,energy and environment,histogram,estimate difference,3,3,Y,Y,potential aggregation issue,,,,,,,histogram-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
437,energy and environment,histogram,estimate ratio,3,3,N,N,too hard for human eyes,,,,,,,histogram-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
438,energy and environment,histogram,estimate average,4,4,Y,Y,,,,,,,,histogram-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
439,energy and environment,histogram,describe trend or correlation,4,3,Y,Y,,,,,,,,histogram-describe_trend_or_correlation-energy_and_environment
440,energy and environment,histogram,describe the characteristics of an alternative chart type,4,4,N,N,box plot too technical,,,,,,,histogram-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
441,energy and environment,histogram,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,histogram-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
442,energy and environment,histogram,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,histogram-judge_which_task_this_visualization_design_best_supports-energy_and_environment
443,energy and environment,choropleth map,make comparisons,4,4,Y,N,,4,4,Y,Y,,,choropleth_map-make_comparisons-energy_and_environment
444,energy and environment,choropleth map,identify range,3,4,Y,Y,,,,,,,,choropleth_map-identify_range-energy_and_environment
445,energy and environment,choropleth map,retrieve value,3,3,N,M,aggregation,,,,,,,choropleth_map-retrieve_value-energy_and_environment
446,energy and environment,choropleth map,locate value,3,4,Y,Y,,,,,,,,choropleth_map-locate_value-energy_and_environment
447,energy and environment,choropleth map,identify labels of scales,4,4,Y,Y,,,,,,,,choropleth_map-identify_labels_of_scales-energy_and_environment
448,energy and environment,choropleth map,describe the topic of the visualization,4,4,Y,Y,,,,,,,,choropleth_map-describe_the_topic_of_the_visualization-energy_and_environment
449,energy and environment,choropleth map,estimate difference,3,4,N,M,aggregation,,,,,,,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
450,energy and environment,choropleth map,estimate ratio,3,4,Y,Y,potential aggregation issue,3,4,Y,Y,,,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
451,energy and environment,choropleth map,estimate average,2,4,N,M,aggregation,,,,,,,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
452,energy and environment,choropleth map,describe trend or correlation,4,4,N,M,aggregation,,,,,,,choropleth_map-describe_trend_or_correlation-energy_and_environment
453,energy and environment,choropleth map,describe the characteristics of an alternative chart type,3,3,Y,Y,,,,,,,,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
454,energy and environment,choropleth map,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
455,energy and environment,choropleth map,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,choropleth_map-judge_which_task_this_visualization_design_best_supports-energy_and_environment
456,energy and environment,tree map,make comparisons,1,1,N,N,conceptual error,,,,,,,tree_map-make_comparisons-energy_and_environment
457,energy and environment,tree map,identify range,1,1,N,N,conceptual error,,,,,,,tree_map-identify_range-energy_and_environment
458,energy and environment,tree map,retrieve value,1,1,N,N,conceptual error,,,,,,,tree_map-retrieve_value-energy_and_environment
459,energy and environment,tree map,locate value,1,1,N,N,conceptual error,,,,,,,tree_map-locate_value-energy_and_environment
460,energy and environment,tree map,identify labels of scales,1,1,N,N,conceptual error,,,,,,,tree_map-identify_labels_of_scales-energy_and_environment
461,energy and environment,tree map,describe the topic of the visualization,1,1,N,N,conceptual error,,,,,,,tree_map-describe_the_topic_of_the_visualization-energy_and_environment
462,energy and environment,tree map,estimate difference,1,1,N,N,conceptual error,,,,,,,tree_map-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment
463,energy and environment,tree map,estimate ratio,1,1,N,N,conceptual error,,,,,,,tree_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment
464,energy and environment,tree map,estimate average,1,1,N,N,conceptual error,,,,,,,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment
465,energy and environment,tree map,describe trend or correlation,1,1,N,N,conceptual error,,,,,,,tree_map-describe_trend_or_correlation-energy_and_environment
466,energy and environment,tree map,describe the characteristics of an alternative chart type,1,1,N,N,conceptual error,,,,,,,tree_map-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment
467,energy and environment,tree map,judge which design is more appropriate for a task,1,1,N,N,conceptual error,,,,,,,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment
468,energy and environment,tree map,judge which task this visualization design best supports,1,1,N,N,conceptual error,,,,,,,tree_map-judge_which_task_this_visualization_design_best_supports-energy_and_environment
469,weather and climate,line,make comparisons,4,4,Y,Y,,,,,,,,line_chart-make_comparisons-weather_and_climate
470,weather and climate,line,identify range,4,4,Y,Y,,4,4,Y,Y,,,line_chart-identify_range-weather_and_climate
471,weather and climate,line,retrieve value,4,4,Y,Y,,,,,,,,line_chart-retrieve_value-weather_and_climate
472,weather and climate,line,locate value,4,4,Y,M,,4,4,Y,Y,,,line_chart-locate_value-weather_and_climate
473,weather and climate,line,identify labels of scales,4,4,Y,Y,,,,,,,,line_chart-identify_labels_of_scales-weather_and_climate
474,weather and climate,line,describe the topic of the visualization,4,3,Y,Y,,,,,,,,line_chart-describe_the_topic_of_the_visualization-weather_and_climate
475,weather and climate,line,estimate difference,4,4,Y,Y,hard,,,,,,,line_chart-estimate_the_difference_between_two_values_of_the_same_type-weather_and_climate
476,weather and climate,line,estimate ratio,3,4,Y,Y,,,,,,,,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate
477,weather and climate,line,estimate average,3,4,Y,Y,,,,,,,,line_chart-estimate_the_average_of_multiple_values_of_the_same_type-weather_and_climate
478,weather and climate,line,describe trend or correlation,4,4,Y,Y,,,,,,,,line_chart-describe_trend_or_correlation-weather_and_climate
479,weather and climate,line,describe the characteristics of an alternative chart type,3,3,N,N,did not describe a different chart,1,3,Y,Y,y,,line_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate
480,weather and climate,line,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate
481,weather and climate,line,judge which task this visualization design best supports,4,4,Y,Y,,,,,,y,y,line_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate
482,weather and climate,bar,make comparisons,3,4,Y,Y,potential misleader due to ordering on x-axis,,,,,y,,bar_chart-make_comparisons-weather_and_climate
483,weather and climate,bar,identify range,4,4,Y,Y,,4,4,Y,Y,,,bar_chart-identify_range-weather_and_climate
484,weather and climate,bar,retrieve value,3,4,Y,Y,,,,,,y,,bar_chart-retrieve_value-weather_and_climate
485,weather and climate,bar,locate value,3,4,Y,Y,,3,4,Y,Y,,,bar_chart-locate_value-weather_and_climate
486,weather and climate,bar,identify labels of scales,3,4,Y,Y,,,,,,,,bar_chart-identify_labels_of_scales-weather_and_climate
487,weather and climate,bar,describe the topic of the visualization,3,4,Y,Y,,,,,,,,bar_chart-describe_the_topic_of_the_visualization-weather_and_climate
488,weather and climate,bar,estimate difference,3,4,Y,Y,,3,4,Y,Y,,,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-weather_and_climate
489,weather and climate,bar,estimate ratio,4,4,Y,Y,,4,4,Y,Y,,,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate
490,weather and climate,bar,estimate average,3,4,Y,Y,,3,4,Y,Y,,,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-weather_and_climate
491,weather and climate,bar,describe trend or correlation,2,1,N,N,chart type not suitable,,,,,,y,bar_chart-describe_trend_or_correlation-weather_and_climate
492,weather and climate,bar,describe the characteristics of an alternative chart type,3,4,Y,Y,,,,,,,,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate
493,weather and climate,bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate
494,weather and climate,bar,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate
495,weather and climate,stacked bar,make comparisons,3,4,Y,N,,3,4,Y,Y,,,stacked_bar_chart-make_comparisons-weather_and_climate
496,weather and climate,stacked bar,identify range,3,3,Y,M,hard,,,,,,,stacked_bar_chart-identify_range-weather_and_climate
497,weather and climate,stacked bar,retrieve value,4,4,Y,Y,,,,,,,,stacked_bar_chart-retrieve_value-weather_and_climate
498,weather and climate,stacked bar,locate value,4,4,Y,Y,hard,,,,,,,stacked_bar_chart-locate_value-weather_and_climate
499,weather and climate,stacked bar,identify labels of scales,4,4,Y,Y,,,,,,,,stacked_bar_chart-identify_labels_of_scales-weather_and_climate
500,weather and climate,stacked bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate
501,weather and climate,stacked bar,estimate difference,3,4,Y,Y,,3,4,Y,Y,,,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-weather_and_climate
502,weather and climate,stacked bar,estimate ratio,4,4,Y,Y,,,,,,,,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate
503,weather and climate,stacked bar,estimate average,3,4,Y,Y,,,,,,,,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-weather_and_climate
504,weather and climate,stacked bar,describe trend or correlation,3,4,Y,Y,potential chart type not suitable for task issue,,,,,,,stacked_bar_chart-describe_trend_or_correlation-weather_and_climate
505,weather and climate,stacked bar,describe the characteristics of an alternative chart type,3,2,N,N,stacked bar cannot be replaced with line,3,2,N,N,,,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate
506,weather and climate,stacked bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate
507,weather and climate,stacked bar,judge which task this visualization design best supports,4,4,Y,M,multiple correct answer,,,,,,,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate
508,weather and climate,100 percent bar,make comparisons,4,4,Y,Y,,,,,,y,y,100_percent_stacked_bar_chart-make_comparisons-weather_and_climate
509,weather and climate,100 percent bar,identify range,3,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-identify_range-weather_and_climate
510,weather and climate,100 percent bar,retrieve value,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-retrieve_value-weather_and_climate
511,weather and climate,100 percent bar,locate value,4,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-locate_value-weather_and_climate
512,weather and climate,100 percent bar,identify labels of scales,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-identify_labels_of_scales-weather_and_climate
513,weather and climate,100 percent bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate
514,weather and climate,100 percent bar,estimate difference,3,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-weather_and_climate
515,weather and climate,100 percent bar,estimate ratio,3,3,N,N,,3,3,Y,Y,,,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate
516,weather and climate,100 percent bar,estimate average,3,3,Y,Y,changed unit,,,,,,,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-weather_and_climate
517,weather and climate,100 percent bar,describe trend or correlation,1,3,Y,Y,chart type not suitable for task,,,,,y,,100_percent_stacked_bar_chart-describe_trend_or_correlation-weather_and_climate
518,weather and climate,100 percent bar,describe the characteristics of an alternative chart type,4,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate
519,weather and climate,100 percent bar,judge which design is more appropriate for a task,4,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate
520,weather and climate,100 percent bar,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate
521,weather and climate,area,make comparisons,4,4,Y,Y,,,,,,,,area_chart-make_comparisons-weather_and_climate
522,weather and climate,area,identify range,4,4,Y,Y,,,,,,,,area_chart-identify_range-weather_and_climate
523,weather and climate,area,retrieve value,4,4,Y,Y,,,,,,,,area_chart-retrieve_value-weather_and_climate
524,weather and climate,area,locate value,4,4,Y,Y,,,,,,,,area_chart-locate_value-weather_and_climate
525,weather and climate,area,identify labels of scales,4,4,Y,Y,,,,,,,,area_chart-identify_labels_of_scales-weather_and_climate
526,weather and climate,area,describe the topic of the visualization,4,4,Y,Y,,,,,,,,area_chart-describe_the_topic_of_the_visualization-weather_and_climate
527,weather and climate,area,estimate difference,4,4,Y,Y,,,,,,,,area_chart-estimate_the_difference_between_two_values_of_the_same_type-weather_and_climate
528,weather and climate,area,estimate ratio,3,4,Y,Y,,,,,,,,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate
529,weather and climate,area,estimate average,3,4,N,N,,4,4,Y,Y,,,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-weather_and_climate
530,weather and climate,area,describe trend or correlation,4,4,Y,Y,,,,,,,,area_chart-describe_trend_or_correlation-weather_and_climate
531,weather and climate,area,describe the characteristics of an alternative chart type,3,4,Y,Y,,,,,,,,area_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate
532,weather and climate,area,judge which design is more appropriate for a task,4,4,Y,N,,4,4,Y,Y,,,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate
533,weather and climate,area,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,area_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate
534,weather and climate,stacked area,make comparisons,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-make_comparisons-weather_and_climate
535,weather and climate,stacked area,identify range,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-identify_range-weather_and_climate
536,weather and climate,stacked area,retrieve value,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-retrieve_value-weather_and_climate
537,weather and climate,stacked area,locate value,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-locate_value-weather_and_climate
538,weather and climate,stacked area,identify labels of scales,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-identify_labels_of_scales-weather_and_climate
539,weather and climate,stacked area,describe the topic of the visualization,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-describe_the_topic_of_the_visualization-weather_and_climate
540,weather and climate,stacked area,estimate difference,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-weather_and_climate
541,weather and climate,stacked area,estimate ratio,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate
542,weather and climate,stacked area,estimate average,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-weather_and_climate
543,weather and climate,stacked area,describe trend or correlation,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-describe_trend_or_correlation-weather_and_climate
544,weather and climate,stacked area,describe the characteristics of an alternative chart type,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate
545,weather and climate,stacked area,judge which design is more appropriate for a task,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate
546,weather and climate,stacked area,judge which task this visualization design best supports,1,1,N,N,conceptual error with stacked area chart,,,,,,,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate
547,weather and climate,scatterplot,make comparisons,4,4,Y,Y,,,,,,,,scatterplot-make_comparisons-weather_and_climate
548,weather and climate,scatterplot,identify range,4,4,Y,Y,,,,,,,,scatterplot-identify_range-weather_and_climate
