Pid,trialName,Qid,Answer
author1,100_percent_stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture,q5,
author1,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q1,4
author1,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q5,
author1,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q2,4
author1,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q4,Yes
author1,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q3,Yes
author1,stacked_bar_chart-retrieve_value-food_and_agriculture,q2,4
author1,stacked_bar_chart-retrieve_value-food_and_agriculture,q3,Yes
author1,stacked_bar_chart-retrieve_value-food_and_agriculture,q5,
author1,stacked_bar_chart-retrieve_value-food_and_agriculture,q1,4
author1,stacked_bar_chart-retrieve_value-food_and_agriculture,q4,Yes
author1,area_chart-make_comparisons-food_and_agriculture,q4,Yes
author1,area_chart-make_comparisons-food_and_agriculture,q5,
author1,area_chart-make_comparisons-food_and_agriculture,q1,4
author1,area_chart-make_comparisons-food_and_agriculture,q3,Yes
author1,area_chart-make_comparisons-food_and_agriculture,q2,4
author1,histogram-describe_trend_or_correlation-food_and_agriculture,q4,Yes
author1,histogram-describe_trend_or_correlation-food_and_agriculture,q3,Yes
author1,histogram-describe_trend_or_correlation-food_and_agriculture,q5,
author1,histogram-describe_trend_or_correlation-food_and_agriculture,q2,4
author1,histogram-describe_trend_or_correlation-food_and_agriculture,q1,4
author1,bubble_chart-describe_the_topic_of_the_visualization-food_and_agriculture,q1,4
author1,bubble_chart-describe_the_topic_of_the_visualization-food_and_agriculture,q2,4
author1,bubble_chart-describe_the_topic_of_the_visualization-food_and_agriculture,q4,Yes
author1,bubble_chart-describe_the_topic_of_the_visualization-food_and_agriculture,q5,
author1,bubble_chart-describe_the_topic_of_the_visualization-food_and_agriculture,q3,Yes
author1,bubble_chart-identify_labels_of_scales-food_and_agriculture,q4,Yes
author1,bubble_chart-identify_labels_of_scales-food_and_agriculture,q5,
author1,bubble_chart-identify_labels_of_scales-food_and_agriculture,q3,Yes
author1,bubble_chart-identify_labels_of_scales-food_and_agriculture,q1,4
author1,bubble_chart-identify_labels_of_scales-food_and_agriculture,q2,4
author1,line_chart-locate_value-food_and_agriculture,q1,4
author1,line_chart-locate_value-food_and_agriculture,q5,
author1,line_chart-locate_value-food_and_agriculture,q2,4
author1,line_chart-locate_value-food_and_agriculture,q3,Yes
author1,line_chart-locate_value-food_and_agriculture,q4,Yes
author1,scatterplot-describe_the_topic_of_the_visualization-food_and_agriculture,q2,4
author1,scatterplot-describe_the_topic_of_the_visualization-food_and_agriculture,q1,4
author1,scatterplot-describe_the_topic_of_the_visualization-food_and_agriculture,q3,Yes
author1,scatterplot-describe_the_topic_of_the_visualization-food_and_agriculture,q4,Yes
author1,scatterplot-describe_the_topic_of_the_visualization-food_and_agriculture,q5,
author1,area_chart-describe_trend_or_correlation-food_and_agriculture,q5,
author1,area_chart-describe_trend_or_correlation-food_and_agriculture,q3,Yes
author1,area_chart-describe_trend_or_correlation-food_and_agriculture,q2,4
author1,area_chart-describe_trend_or_correlation-food_and_agriculture,q4,Yes
author1,area_chart-describe_trend_or_correlation-food_and_agriculture,q1,4
author1,histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture,q5,
author1,histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture,q4,Yes
author1,histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture,q3,Yes
author1,histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture,q2,4
author1,histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture,q1,4
author1,line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture,q4,Yes
author1,line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture,q2,4
author1,line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture,q3,Yes
author1,line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture,q5,
author1,line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture,q1,4
author1,100_percent_stacked_bar_chart-locate_value-food_and_agriculture,q2,3
author1,100_percent_stacked_bar_chart-locate_value-food_and_agriculture,q1,3
author1,100_percent_stacked_bar_chart-locate_value-food_and_agriculture,q3,Yes
author1,100_percent_stacked_bar_chart-locate_value-food_and_agriculture,q4,Yes
author1,100_percent_stacked_bar_chart-locate_value-food_and_agriculture,q5,strange wording of question
author1,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,q5,
author1,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,q3,Yes
author1,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,q2,4
author1,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,q1,3
author1,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture,q4,Yes
author1,scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q1,4
author1,scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q5,
author1,scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q2,4
author1,scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q4,Yes
author1,scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,q3,Yes
author1,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,q1,4
author1,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,q4,Yes
author1,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,q3,Yes
author1,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,q2,4
author1,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,q5,
author1,area_chart-describe_the_topic_of_the_visualization-economy,q4,Yes
author1,area_chart-describe_the_topic_of_the_visualization-economy,q5,
author1,area_chart-describe_the_topic_of_the_visualization-economy,q3,Yes
author1,area_chart-describe_the_topic_of_the_visualization-economy,q1,4
author1,area_chart-describe_the_topic_of_the_visualization-economy,q2,4
author1,bubble_chart-describe_trend_or_correlation-economy,q4,Yes
author1,bubble_chart-describe_trend_or_correlation-economy,q1,4
author1,bubble_chart-describe_trend_or_correlation-economy,q2,4
author1,bubble_chart-describe_trend_or_correlation-economy,q5,
author1,bubble_chart-describe_trend_or_correlation-economy,q3,Yes
author1,histogram-locate_value-economy,q4,Yes
author1,histogram-locate_value-economy,q2,4
author1,histogram-locate_value-economy,q3,Yes
author1,histogram-locate_value-economy,q1,4
author1,histogram-locate_value-economy,q5,
author1,scatterplot-identify_labels_of_scales-economy,q4,Yes
author1,scatterplot-identify_labels_of_scales-economy,q2,4
author1,scatterplot-identify_labels_of_scales-economy,q3,Yes
author1,scatterplot-identify_labels_of_scales-economy,q5,
author1,scatterplot-identify_labels_of_scales-economy,q1,4
author1,stacked_bar_chart-describe_the_topic_of_the_visualization-economy,q1,4
author1,stacked_bar_chart-describe_the_topic_of_the_visualization-economy,q4,Yes
author1,stacked_bar_chart-describe_the_topic_of_the_visualization-economy,q2,4
author1,stacked_bar_chart-describe_the_topic_of_the_visualization-economy,q5,
author1,stacked_bar_chart-describe_the_topic_of_the_visualization-economy,q3,Yes
author1,bubble_chart-make_comparisons-economy,q2,1
author1,bubble_chart-make_comparisons-economy,q4,No
author1,bubble_chart-make_comparisons-economy,q5,unclear question
author1,bubble_chart-make_comparisons-economy,q3,No
author1,bubble_chart-make_comparisons-economy,q1,3
author1,stacked_area_chart-locate_value-economy,q2,3
author1,stacked_area_chart-locate_value-economy,q1,3
author1,stacked_area_chart-locate_value-economy,q5,strange wording
author1,stacked_area_chart-locate_value-economy,q3,Yes
author1,stacked_area_chart-locate_value-economy,q4,Yes
author1,tree_map-locate_value-economy,q2,4
author1,tree_map-locate_value-economy,q1,4
author1,tree_map-locate_value-economy,q4,Yes
author1,tree_map-locate_value-economy,q5,
author1,tree_map-locate_value-economy,q3,Yes
author1,choropleth_map-judge_which_task_this_visualization_design_best_supports-economy,q3,Yes
author1,choropleth_map-judge_which_task_this_visualization_design_best_supports-economy,q4,Yes
author1,choropleth_map-judge_which_task_this_visualization_design_best_supports-economy,q2,4
author1,choropleth_map-judge_which_task_this_visualization_design_best_supports-economy,q1,4
author1,choropleth_map-judge_which_task_this_visualization_design_best_supports-economy,q5,
author1,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,q5,too hard to estimate... aggregation
author1,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,q4,More than one option could be considered correct
author1,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,q2,4
author1,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,q3,Yes
author1,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-economy,q1,2
author1,stacked_area_chart-retrieve_value-economy,q3,Yes
author1,stacked_area_chart-retrieve_value-economy,q4,Yes
author1,stacked_area_chart-retrieve_value-economy,q2,4
author1,stacked_area_chart-retrieve_value-economy,q5,
author1,stacked_area_chart-retrieve_value-economy,q1,4
author1,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,q1,3
author1,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,q3,Yes
author1,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,q4,Yes
author1,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,q2,4
author1,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,q5,
author1,scatterplot-identify_range-economy,q4,Yes
author1,scatterplot-identify_range-economy,q5,
author1,scatterplot-identify_range-economy,q2,4
author1,scatterplot-identify_range-economy,q1,4
author1,scatterplot-identify_range-economy,q3,Yes
author1,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,q2,4
author1,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,q5,aggregation problem
author1,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,q4,More than one option could be considered correct
author1,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,q3,Yes
author1,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-economy,q1,3
author1,scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy,q5,scatterplot hard to replace with line chart
author1,scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy,q1,3
author1,scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy,q3,Yes
author1,scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy,q2,3
author1,scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy,q4,Yes
author1,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,q5,
author1,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,q3,Yes
author1,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,q2,4
author1,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,q1,4
author1,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,q4,Yes
author1,bar_chart-locate_value-politics,q2,4
author1,bar_chart-locate_value-politics,q4,Yes
author1,bar_chart-locate_value-politics,q1,4
author1,bar_chart-locate_value-politics,q3,Yes
author1,bar_chart-locate_value-politics,q5,
author1,choropleth_map-describe_trend_or_correlation-politics,q2,4
author1,choropleth_map-describe_trend_or_correlation-politics,q5,
author1,choropleth_map-describe_trend_or_correlation-politics,q1,4
author1,choropleth_map-describe_trend_or_correlation-politics,q3,Yes
author1,choropleth_map-describe_trend_or_correlation-politics,q4,Yes
author1,line_chart-judge_which_task_this_visualization_design_best_supports-politics,q2,4
author1,line_chart-judge_which_task_this_visualization_design_best_supports-politics,q3,Yes
author1,line_chart-judge_which_task_this_visualization_design_best_supports-politics,q1,4
author1,line_chart-judge_which_task_this_visualization_design_best_supports-politics,q4,More than one option could be considered correct
author1,line_chart-judge_which_task_this_visualization_design_best_supports-politics,q5,
author1,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics,q4,Yes
author1,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics,q5,
author1,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics,q1,4
author1,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics,q3,Yes
author1,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics,q2,4
author1,stacked_bar_chart-locate_value-politics,q3,Yes
author1,stacked_bar_chart-locate_value-politics,q1,4
author1,stacked_bar_chart-locate_value-politics,q2,4
author1,stacked_bar_chart-locate_value-politics,q5,
author1,stacked_bar_chart-locate_value-politics,q4,Yes
author1,stacked_bar_chart-describe_trend_or_correlation-politics,q5,
author1,stacked_bar_chart-describe_trend_or_correlation-politics,q1,3
author1,stacked_bar_chart-describe_trend_or_correlation-politics,q3,Yes
author1,stacked_bar_chart-describe_trend_or_correlation-politics,q2,4
author1,stacked_bar_chart-describe_trend_or_correlation-politics,q4,Yes
author1,100_percent_stacked_bar_chart-make_comparisons-politics,q4,Yes
author1,100_percent_stacked_bar_chart-make_comparisons-politics,q5,
author1,100_percent_stacked_bar_chart-make_comparisons-politics,q2,4
author1,100_percent_stacked_bar_chart-make_comparisons-politics,q3,Yes
author1,100_percent_stacked_bar_chart-make_comparisons-politics,q1,4
author1,stacked_area_chart-describe_trend_or_correlation-politics,q2,4
author1,stacked_area_chart-describe_trend_or_correlation-politics,q4,Yes
author1,stacked_area_chart-describe_trend_or_correlation-politics,q1,4
author1,stacked_area_chart-describe_trend_or_correlation-politics,q5,
author1,stacked_area_chart-describe_trend_or_correlation-politics,q3,Yes
author1,pie_chart-describe_the_topic_of_the_visualization-politics,q4,Yes
author1,pie_chart-describe_the_topic_of_the_visualization-politics,q1,4
author1,pie_chart-describe_the_topic_of_the_visualization-politics,q3,Yes
author1,pie_chart-describe_the_topic_of_the_visualization-politics,q5,
author1,pie_chart-describe_the_topic_of_the_visualization-politics,q2,4
author1,pie_chart-judge_which_task_this_visualization_design_best_supports-politics,q3,Yes
author1,pie_chart-judge_which_task_this_visualization_design_best_supports-politics,q5,
author1,pie_chart-judge_which_task_this_visualization_design_best_supports-politics,q2,4
author1,pie_chart-judge_which_task_this_visualization_design_best_supports-politics,q4,Yes
author1,pie_chart-judge_which_task_this_visualization_design_best_supports-politics,q1,4
author1,histogram-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q1,4
author1,histogram-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q4,Yes
author1,histogram-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q2,4
author1,histogram-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q3,Yes
author1,histogram-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q5,
author1,tree_map-retrieve_value-politics,q1,4
author1,tree_map-retrieve_value-politics,q5,
author1,tree_map-retrieve_value-politics,q2,4
author1,tree_map-retrieve_value-politics,q4,Yes
author1,tree_map-retrieve_value-politics,q3,Yes
author1,bubble_chart-retrieve_value-politics,q4,Yes
author1,bubble_chart-retrieve_value-politics,q2,4
author1,bubble_chart-retrieve_value-politics,q1,4
author1,bubble_chart-retrieve_value-politics,q3,Yes
author1,bubble_chart-retrieve_value-politics,q5,
author1,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q4,Yes
author1,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q1,4
author1,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q2,4
author1,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q3,Yes
author1,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,q5,
author1,area_chart-identify_range-politics,q5,
author1,area_chart-identify_range-politics,q3,Yes
author1,area_chart-identify_range-politics,q1,4
author1,area_chart-identify_range-politics,q4,Yes
author1,area_chart-identify_range-politics,q2,4
author1,scatterplot-estimate_the_difference_between_two_values_of_the_same_type-politics,q5,
author1,scatterplot-estimate_the_difference_between_two_values_of_the_same_type-politics,q2,4
author1,scatterplot-estimate_the_difference_between_two_values_of_the_same_type-politics,q4,Yes
author1,scatterplot-estimate_the_difference_between_two_values_of_the_same_type-politics,q1,4
author1,scatterplot-estimate_the_difference_between_two_values_of_the_same_type-politics,q3,Yes
author1,scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics,q2,4
author1,scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics,q1,4
author1,scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics,q5,
author1,scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics,q3,Yes
author1,scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics,q4,Yes
author1,stacked_bar_chart-make_comparisons-education,q1,4
author1,stacked_bar_chart-make_comparisons-education,q5,
author1,stacked_bar_chart-make_comparisons-education,q3,Yes
author1,stacked_bar_chart-make_comparisons-education,q4,Yes
author1,stacked_bar_chart-make_comparisons-education,q2,4
author1,histogram-estimate_the_average_of_multiple_values_of_the_same_type-education,q2,4
author1,histogram-estimate_the_average_of_multiple_values_of_the_same_type-education,q5,
author1,histogram-estimate_the_average_of_multiple_values_of_the_same_type-education,q3,Yes
author1,histogram-estimate_the_average_of_multiple_values_of_the_same_type-education,q1,4
author1,histogram-estimate_the_average_of_multiple_values_of_the_same_type-education,q4,Yes
author1,histogram-describe_the_topic_of_the_visualization-education,q5,
author1,histogram-describe_the_topic_of_the_visualization-education,q3,Yes
author1,histogram-describe_the_topic_of_the_visualization-education,q1,4
author1,histogram-describe_the_topic_of_the_visualization-education,q2,4
author1,histogram-describe_the_topic_of_the_visualization-education,q4,Yes
author1,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,q2,4
author1,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,q1,4
author1,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,q3,Yes
author1,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,q5,a bit hard
author1,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,q4,Yes
author1,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education,q2,4
author1,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education,q3,Yes
author1,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education,q5,
author1,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education,q4,Yes
author1,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education,q1,4
author1,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education,q2,4
author1,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education,q1,4
author1,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education,q3,Yes
author1,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education,q4,Yes
author1,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education,q5,
author1,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q2,4
author1,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q1,4
author1,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q5,a bit hard
author1,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q4,Yes
author1,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q3,Yes
author1,line_chart-retrieve_value-education,q2,4
author1,line_chart-retrieve_value-education,q3,Yes
author1,line_chart-retrieve_value-education,q1,4
author1,line_chart-retrieve_value-education,q5,
author1,line_chart-retrieve_value-education,q4,Yes
author1,scatterplot-retrieve_value-education,q1,3
author1,scatterplot-retrieve_value-education,q2,1
author1,scatterplot-retrieve_value-education,q5,
author1,scatterplot-retrieve_value-education,q3,Yes
author1,scatterplot-retrieve_value-education,q4,Yes
author1,bar_chart-identify_labels_of_scales-education,q4,Yes
author1,bar_chart-identify_labels_of_scales-education,q5,
author1,bar_chart-identify_labels_of_scales-education,q1,4
author1,bar_chart-identify_labels_of_scales-education,q2,4
author1,bar_chart-identify_labels_of_scales-education,q3,Yes
author1,area_chart-retrieve_value-education,q4,Yes
author1,area_chart-retrieve_value-education,q2,4
author1,area_chart-retrieve_value-education,q3,Yes
author1,area_chart-retrieve_value-education,q5,
author1,area_chart-retrieve_value-education,q1,4
author1,tree_map-describe_trend_or_correlation-education,q1,2
author1,tree_map-describe_trend_or_correlation-education,q4,Yes
author1,tree_map-describe_trend_or_correlation-education,q3,Yes
author1,tree_map-describe_trend_or_correlation-education,q5,not really about trend. trend is hard with tree map without a time dimension
author1,tree_map-describe_trend_or_correlation-education,q2,4
author1,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q2,4
author1,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q1,4
author1,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q4,Yes
author1,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q3,Yes
author1,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,q5,a bit hard
author1,100_percent_stacked_bar_chart-retrieve_value-education,q3,Yes
author1,100_percent_stacked_bar_chart-retrieve_value-education,q2,4
author1,100_percent_stacked_bar_chart-retrieve_value-education,q1,4
author1,100_percent_stacked_bar_chart-retrieve_value-education,q5,
author1,100_percent_stacked_bar_chart-retrieve_value-education,q4,Yes
author1,area_chart-locate_value-education,q2,4
author1,area_chart-locate_value-education,q1,4
author1,area_chart-locate_value-education,q3,Yes
author1,area_chart-locate_value-education,q5,
author1,area_chart-locate_value-education,q4,Yes
author1,bar_chart-describe_trend_or_correlation-education,q1,2
author1,bar_chart-describe_trend_or_correlation-education,q2,4
author1,bar_chart-describe_trend_or_correlation-education,q5,not super related to trend
author1,bar_chart-describe_trend_or_correlation-education,q3,Yes
author1,bar_chart-describe_trend_or_correlation-education,q4,Yes
author1,tree_map-describe_the_topic_of_the_visualization-education,q4,Yes
author1,tree_map-describe_the_topic_of_the_visualization-education,q3,Yes
author1,tree_map-describe_the_topic_of_the_visualization-education,q2,4
author1,tree_map-describe_the_topic_of_the_visualization-education,q1,4
author1,tree_map-describe_the_topic_of_the_visualization-education,q5,
author1,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,q2,3
author1,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,q5,
author1,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,q4,More than one option could be considered correct
author1,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,q3,Yes
author1,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-innovation,q1,4
author1,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,q2,4
author1,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,q3,Yes
author1,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,q1,4
author1,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,q4,More than one option could be considered correct
author1,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,q5,too hard to tell
author1,bar_chart-describe_the_topic_of_the_visualization-innovation,q4,Yes
author1,bar_chart-describe_the_topic_of_the_visualization-innovation,q1,4
author1,bar_chart-describe_the_topic_of_the_visualization-innovation,q3,Yes
author1,bar_chart-describe_the_topic_of_the_visualization-innovation,q2,4
author1,bar_chart-describe_the_topic_of_the_visualization-innovation,q5,
author1,histogram-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q4,Yes
author1,histogram-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q5,
author1,histogram-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q1,4
author1,histogram-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q2,4
author1,histogram-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q3,Yes
author1,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-innovation,q5,A can be right too
author1,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-innovation,q3,Yes
author1,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-innovation,q1,4
author1,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-innovation,q4,More than one option could be considered correct
author1,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-innovation,q2,4
author1,pie_chart-describe_the_characteristics_of_an_alternative_chart_type-innovation,q1,3
author1,pie_chart-describe_the_characteristics_of_an_alternative_chart_type-innovation,q5,
author1,pie_chart-describe_the_characteristics_of_an_alternative_chart_type-innovation,q3,Yes
author1,pie_chart-describe_the_characteristics_of_an_alternative_chart_type-innovation,q4,Yes
author1,pie_chart-describe_the_characteristics_of_an_alternative_chart_type-innovation,q2,4
author1,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-innovation,q1,4
author1,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-innovation,q5,
author1,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-innovation,q4,Yes
author1,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-innovation,q2,4
author1,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-innovation,q3,Yes
author1,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,q1,3
author1,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,q3,Yes
author1,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,q4,Yes
author1,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,q5,a bit strange
author1,histogram-estimate_the_difference_between_two_values_of_the_same_type-innovation,q2,3
author1,choropleth_map-identify_range-innovation,q5,
author1,choropleth_map-identify_range-innovation,q2,4
author1,choropleth_map-identify_range-innovation,q4,Yes
author1,choropleth_map-identify_range-innovation,q1,4
author1,choropleth_map-identify_range-innovation,q3,Yes
author1,bubble_chart-judge_which_task_this_visualization_design_best_supports-innovation,q4,Yes
author1,bubble_chart-judge_which_task_this_visualization_design_best_supports-innovation,q5,
author1,bubble_chart-judge_which_task_this_visualization_design_best_supports-innovation,q2,4
author1,bubble_chart-judge_which_task_this_visualization_design_best_supports-innovation,q1,4
author1,bubble_chart-judge_which_task_this_visualization_design_best_supports-innovation,q3,Yes
author1,bar_chart-make_comparisons-innovation,q2,4
author1,bar_chart-make_comparisons-innovation,q5,
author1,bar_chart-make_comparisons-innovation,q1,4
author1,bar_chart-make_comparisons-innovation,q3,Yes
author1,bar_chart-make_comparisons-innovation,q4,Yes
author1,choropleth_map-locate_value-innovation,q1,4
author1,choropleth_map-locate_value-innovation,q3,Yes
author1,choropleth_map-locate_value-innovation,q2,4
author1,choropleth_map-locate_value-innovation,q4,More than one option could be considered correct
author1,choropleth_map-locate_value-innovation,q5,aggregation
author1,stacked_area_chart-identify_range-innovation,q2,4
author1,stacked_area_chart-identify_range-innovation,q1,3
author1,stacked_area_chart-identify_range-innovation,q5,
author1,stacked_area_chart-identify_range-innovation,q3,Yes
author1,stacked_area_chart-identify_range-innovation,q4,Yes
author1,line_chart-make_comparisons-innovation,q2,4
author1,line_chart-make_comparisons-innovation,q1,4
author1,line_chart-make_comparisons-innovation,q3,Yes
author1,line_chart-make_comparisons-innovation,q4,Yes
