"Pid","trialName","Qid","Answer"
"expert_3","histogram-describe_the_topic_of_the_visualization-education","q2","4"
"expert_3","histogram-describe_the_topic_of_the_visualization-education","q5",""
"expert_3","histogram-describe_the_topic_of_the_visualization-education","q4","Yes"
"expert_3","pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","q2","3"
"expert_3","pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","q4","No"
"expert_3","pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","q1","3"
"expert_3","pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","q3","Yes"
"expert_3","pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","q5",""
"expert_4","tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography","q2","4"
"expert_4","tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography","q4","No"
"expert_4","tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography","q1","4"
"expert_4","tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography","q3","Yes"
"expert_4","tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography","q5","The treemap does not represent the data in the first place by combining the likely-overlapped categories into a single chart."
"expert_4","stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation","q4","More than one option could be considered correct"
"expert_4","stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation","q1","4"
"expert_4","stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation","q5","Hard to tell which option is correct."
"expert_4","stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation","q3","Yes"
"expert_4","stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation","q2","4"
"expert_4","area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q5",""
"expert_4","area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q4","Yes"
"expert_4","area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q2","4"
"expert_4","area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q3","Yes"
"expert_4","area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q1","4"
"expert_4","pie_chart-identify_labels_of_scales-energy_and_environment","q3","Yes"
"expert_4","pie_chart-identify_labels_of_scales-energy_and_environment","q2","4"
"expert_4","pie_chart-identify_labels_of_scales-energy_and_environment","q4","Yes"
"expert_4","pie_chart-identify_labels_of_scales-energy_and_environment","q1","4"
"expert_4","pie_chart-identify_labels_of_scales-energy_and_environment","q5",""
"expert_4","stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy","q5","A and B can be considered correct."
"expert_4","stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy","q1","4"
"expert_4","stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy","q3","Yes"
"expert_4","stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy","q2","4"
"expert_4","stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy","q4","More than one option could be considered correct"
"expert_4","scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics","q1","4"
"expert_4","scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics","q2","4"
"expert_4","scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics","q5",""
"expert_4","scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics","q4","Yes"
"expert_4","scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-politics","q3","Yes"
"expert_4","stacked_bar_chart-make_comparisons-education","q1","4"
"expert_4","stacked_bar_chart-make_comparisons-education","q5",""
"expert_4","stacked_bar_chart-make_comparisons-education","q3","Yes"
"expert_4","stacked_bar_chart-make_comparisons-education","q4","Yes"
"expert_4","stacked_bar_chart-make_comparisons-education","q2","4"
"expert_4","bar_chart-identify_range-energy_and_environment","q5",""
"expert_4","bar_chart-identify_range-energy_and_environment","q1","4"
"expert_4","bar_chart-identify_range-energy_and_environment","q3","Yes"
"expert_4","bar_chart-identify_range-energy_and_environment","q2","4"
"expert_4","bar_chart-identify_range-energy_and_environment","q4","Yes"
"expert_4","tree_map-locate_value-economy","q4","Yes"
"expert_4","tree_map-locate_value-economy","q1","4"
"expert_4","tree_map-locate_value-economy","q2","4"
"expert_4","tree_map-locate_value-economy","q5",""
"expert_4","tree_map-locate_value-economy","q3","Yes"
"expert_4","tree_map-retrieve_value-politics","q1","4"
"expert_4","tree_map-retrieve_value-politics","q3","Yes"
"expert_4","tree_map-retrieve_value-politics","q4","Yes"
"expert_4","tree_map-retrieve_value-politics","q5",""
"expert_4","tree_map-retrieve_value-politics","q2","4"
"expert_4","100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","q1","4"
"expert_4","100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","q3","Yes"
"expert_4","100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","q2","4"
"expert_4","100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","q4","Yes"
"expert_4","100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","q5",""
"expert_4","line_chart-retrieve_value-education","q4","Yes"
"expert_4","line_chart-retrieve_value-education","q5",""
"expert_4","line_chart-retrieve_value-education","q1","4"
"expert_4","line_chart-retrieve_value-education","q2","4"
"expert_4","line_chart-retrieve_value-education","q3","Yes"
"expert_4","scatterplot-retrieve_value-education","q2","4"
"expert_4","scatterplot-retrieve_value-education","q5","The task requires more than retrieving value. It also requires calculating an average value."
"expert_4","scatterplot-retrieve_value-education","q4","Yes"
"expert_4","scatterplot-retrieve_value-education","q3","Yes"
"expert_4","scatterplot-retrieve_value-education","q1","2"
"expert_4","choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q4","No"
"expert_4","choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q5",""
"expert_4","choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q3","No"
"expert_4","choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q1","4"
"expert_4","choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","q2","4"
"expert_4","histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture","q2","4"
"expert_4","histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture","q5",""
"expert_4","histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture","q3","Yes"
"expert_4","histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture","q4","Yes"
"expert_4","histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture","q1","4"
"expert_4","area_chart-identify_labels_of_scales-food_and_agriculture","q3","Yes"
"expert_4","area_chart-identify_labels_of_scales-food_and_agriculture","q1","4"
"expert_4","area_chart-identify_labels_of_scales-food_and_agriculture","q5",""
"expert_4","area_chart-identify_labels_of_scales-food_and_agriculture","q4","Yes"
"expert_4","area_chart-identify_labels_of_scales-food_and_agriculture","q2","4"
"expert_4","stacked_area_chart-describe_the_topic_of_the_visualization-health","q3","Yes"
"expert_4","stacked_area_chart-describe_the_topic_of_the_visualization-health","q4","Yes"
"expert_4","stacked_area_chart-describe_the_topic_of_the_visualization-health","q1","4"
"expert_4","stacked_area_chart-describe_the_topic_of_the_visualization-health","q2","4"
"expert_4","stacked_area_chart-describe_the_topic_of_the_visualization-health","q5",""
"expert_4","stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education","q2","4"
"expert_4","stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education","q4","Yes"
"expert_4","stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education","q1","4"
"expert_4","stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education","q3","Yes"
"expert_4","stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education","q5",""
"expert_4","scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q5",""
"expert_4","scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q4","Yes"
"expert_4","scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q1","4"
"expert_4","scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q2","4"
"expert_4","scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q3","Yes"
"expert_4","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q1","4"
"expert_4","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q3","Yes"
"expert_4","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q4","Yes"
"expert_4","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q2","4"
"expert_4","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q5",""
"expert_4","scatterplot-make_comparisons-energy_and_environment","q1","4"
"expert_4","scatterplot-make_comparisons-energy_and_environment","q3","Yes"
"expert_4","scatterplot-make_comparisons-energy_and_environment","q4","Yes"
"expert_4","scatterplot-make_comparisons-energy_and_environment","q5",""
"expert_4","scatterplot-make_comparisons-energy_and_environment","q2","4"
"expert_4","histogram-identify_labels_of_scales-population_and_demography","q3","Yes"
"expert_4","histogram-identify_labels_of_scales-population_and_demography","q1","4"
"expert_4","histogram-identify_labels_of_scales-population_and_demography","q4","Yes"
"expert_4","histogram-identify_labels_of_scales-population_and_demography","q2","4"
"expert_4","histogram-identify_labels_of_scales-population_and_demography","q5",""
"expert_4","stacked_bar_chart-identify_labels_of_scales-energy_and_environment","q2","4"
"expert_4","stacked_bar_chart-identify_labels_of_scales-energy_and_environment","q3","Yes"
"expert_4","stacked_bar_chart-identify_labels_of_scales-energy_and_environment","q4","Yes"
"expert_4","stacked_bar_chart-identify_labels_of_scales-energy_and_environment","q1","4"
"expert_4","stacked_bar_chart-identify_labels_of_scales-energy_and_environment","q5",""
"expert_4","stacked_area_chart-locate_value-economy","q4","More than one option could be considered correct"
"expert_4","stacked_area_chart-locate_value-economy","q1","4"
"expert_4","stacked_area_chart-locate_value-economy","q5",""
"expert_4","stacked_area_chart-locate_value-economy","q2","4"
"expert_4","stacked_area_chart-locate_value-economy","q3","Yes"
"expert_4","stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation","q2","4"
"expert_4","stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation","q4","Yes"
"expert_4","stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation","q5",""
"expert_4","stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation","q1","4"
"expert_4","stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation","q3","Yes"
"expert_4","stacked_area_chart-retrieve_value-economy","q3","Yes"
"expert_4","stacked_area_chart-retrieve_value-economy","q5","Both B and C seem correct."
"expert_4","stacked_area_chart-retrieve_value-economy","q4","More than one option could be considered correct"
"expert_4","stacked_area_chart-retrieve_value-economy","q2","4"
"expert_4","stacked_area_chart-retrieve_value-economy","q1","4"
"expert_4","bubble_chart-describe_trend_or_correlation-economy","q4","Yes"
"expert_4","bubble_chart-describe_trend_or_correlation-economy","q2","4"
"expert_4","bubble_chart-describe_trend_or_correlation-economy","q1","4"
"expert_4","bubble_chart-describe_trend_or_correlation-economy","q3","Yes"
"expert_4","bubble_chart-describe_trend_or_correlation-economy","q5",""
"expert_4","choropleth_map-judge_which_task_this_visualization_design_best_supports-economy","q2","4"
"expert_4","choropleth_map-judge_which_task_this_visualization_design_best_supports-economy","q4","Yes"
"expert_4","choropleth_map-judge_which_task_this_visualization_design_best_supports-economy","q3","Yes"
"expert_4","choropleth_map-judge_which_task_this_visualization_design_best_supports-economy","q5",""
"expert_4","choropleth_map-judge_which_task_this_visualization_design_best_supports-economy","q1","4"
"expert_4","pie_chart-make_comparisons-energy_and_environment","q4","Yes"
"expert_4","pie_chart-make_comparisons-energy_and_environment","q3","Yes"
"expert_4","pie_chart-make_comparisons-energy_and_environment","q1","4"
"expert_4","pie_chart-make_comparisons-energy_and_environment","q5",""
"expert_4","pie_chart-make_comparisons-energy_and_environment","q2","4"
"expert_4","line_chart-describe_the_topic_of_the_visualization-health","q4","Yes"
"expert_4","line_chart-describe_the_topic_of_the_visualization-health","q1","4"
"expert_4","line_chart-describe_the_topic_of_the_visualization-health","q2","4"
"expert_4","line_chart-describe_the_topic_of_the_visualization-health","q3","Yes"
"expert_4","line_chart-describe_the_topic_of_the_visualization-health","q5",""
"expert_4","stacked_bar_chart-describe_the_topic_of_the_visualization-economy","q1","4"
"expert_4","stacked_bar_chart-describe_the_topic_of_the_visualization-economy","q4","Yes"
"expert_4","stacked_bar_chart-describe_the_topic_of_the_visualization-economy","q2","4"
"expert_4","stacked_bar_chart-describe_the_topic_of_the_visualization-economy","q3","Yes"
"expert_4","stacked_bar_chart-describe_the_topic_of_the_visualization-economy","q5",""
"expert_4","pie_chart-identify_range-innovation","q3","Yes"
"expert_4","pie_chart-identify_range-innovation","q1","4"
"expert_4","pie_chart-identify_range-innovation","q5","The options can be better presented as percentages like [20%, 30%]"
"expert_4","pie_chart-identify_range-innovation","q4","Yes"
"expert_4","pie_chart-identify_range-innovation","q2","3"
"expert_4","choropleth_map-describe_trend_or_correlation-politics","q2","4"
"expert_4","choropleth_map-describe_trend_or_correlation-politics","q5",""
"expert_4","choropleth_map-describe_trend_or_correlation-politics","q3","Yes"
"expert_4","choropleth_map-describe_trend_or_correlation-politics","q1","4"
"expert_4","choropleth_map-describe_trend_or_correlation-politics","q4","Yes"
"expert_4","bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment","q3","Yes"
"expert_4","bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment","q2","4"
"expert_4","bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment","q5",""
"expert_4","bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment","q1","4"
"expert_4","bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment","q4","Yes"
"expert_4","pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture","q2","4"
"expert_4","pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture","q3","Yes"
"expert_4","pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture","q1","4"
"expert_4","pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture","q4","Yes"
"expert_4","pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture","q5",""
"expert_4","choropleth_map-describe_the_topic_of_the_visualization-food_and_agriculture","q3","Yes"
"expert_4","choropleth_map-describe_the_topic_of_the_visualization-food_and_agriculture","q2","4"
"expert_4","choropleth_map-describe_the_topic_of_the_visualization-food_and_agriculture","q5",""
"expert_4","choropleth_map-describe_the_topic_of_the_visualization-food_and_agriculture","q1","4"
"expert_4","choropleth_map-describe_the_topic_of_the_visualization-food_and_agriculture","q4","Yes"
"expert_4","scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q2","4"
"expert_4","scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q4","Yes"
"expert_4","scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q3","Yes"
"expert_4","scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q5",""
"expert_4","scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q1","4"
"expert_4","histogram-make_comparisons-population_and_demography","q4","No"
"expert_4","histogram-make_comparisons-population_and_demography","q3","Yes"
"expert_4","histogram-make_comparisons-population_and_demography","q1","4"
"expert_4","histogram-make_comparisons-population_and_demography","q2","4"
"expert_4","histogram-make_comparisons-population_and_demography","q5","The correct answer is D. The bar in the middle include both late 20s and early 30s, making it impossible to make the comparison."
"expert_4","histogram-describe_trend_or_correlation-food_and_agriculture","q5",""
"expert_4","histogram-describe_trend_or_correlation-food_and_agriculture","q3","Yes"
"expert_4","histogram-describe_trend_or_correlation-food_and_agriculture","q2","4"
"expert_4","histogram-describe_trend_or_correlation-food_and_agriculture","q4","Yes"
"expert_4","histogram-describe_trend_or_correlation-food_and_agriculture","q1","4"
"expert_4","bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education","q1","4"
"expert_4","bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education","q4","Yes"
"expert_4","bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education","q5",""
"expert_4","bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education","q2","4"
"expert_4","bar_chart-describe_the_characteristics_of_an_alternative_chart_type-education","q3","Yes"
"expert_4","tree_map-estimate_the_difference_between_two_values_of_the_same_type-education","q2","4"
"expert_4","tree_map-estimate_the_difference_between_two_values_of_the_same_type-education","q1","4"
"expert_4","tree_map-estimate_the_difference_between_two_values_of_the_same_type-education","q4","No"
"expert_4","tree_map-estimate_the_difference_between_two_values_of_the_same_type-education","q3","Yes"
"expert_4","tree_map-estimate_the_difference_between_two_values_of_the_same_type-education","q5","Hard to tell which one is the correct answer."
"expert_4","area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q2","4"
"expert_4","area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q5",""
"expert_4","area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q4","Yes"
"expert_4","area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q1","4"
"expert_4","area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q3","Yes"
"expert_4","pie_chart-locate_value-health","q4","Yes"
"expert_4","pie_chart-locate_value-health","q5",""
"expert_4","pie_chart-locate_value-health","q1","4"
"expert_4","pie_chart-locate_value-health","q2","4"
"expert_4","pie_chart-locate_value-health","q3","Yes"
"expert_4","histogram-estimate_the_average_of_multiple_values_of_the_same_type-education","q5",""
"expert_4","histogram-estimate_the_average_of_multiple_values_of_the_same_type-education","q4","Yes"
"expert_4","histogram-estimate_the_average_of_multiple_values_of_the_same_type-education","q2","4"
"expert_4","histogram-estimate_the_average_of_multiple_values_of_the_same_type-education","q3","Yes"
"expert_4","histogram-estimate_the_average_of_multiple_values_of_the_same_type-education","q1","4"
"expert_4","bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics","q5",""
"expert_4","bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics","q3","Yes"
"expert_4","bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics","q4","Yes"
"expert_4","bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics","q2","4"
"expert_4","bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics","q1","4"
"expert_4","histogram-identify_range-health","q1","4"
"expert_4","histogram-identify_range-health","q4","No"
"expert_4","histogram-identify_range-health","q3","No"
"expert_4","histogram-identify_range-health","q2","4"
"expert_4","histogram-identify_range-health","q5","It's a little hard to tell which option is correct."
"expert_4","scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy","q1","4"
"expert_4","scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy","q4","Yes"
"expert_4","scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy","q5",""
"expert_4","scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy","q2","4"
"expert_4","scatterplot-describe_the_characteristics_of_an_alternative_chart_type-economy","q3","Yes"
"expert_4","stacked_area_chart-describe_trend_or_correlation-politics","q4","Yes"
"expert_4","stacked_area_chart-describe_trend_or_correlation-politics","q2","4"
"expert_4","stacked_area_chart-describe_trend_or_correlation-politics","q1","4"
"expert_4","stacked_area_chart-describe_trend_or_correlation-politics","q3","Yes"
"expert_4","stacked_area_chart-describe_trend_or_correlation-politics","q5",""
"expert_4","choropleth_map-locate_value-innovation","q5",""
"expert_4","choropleth_map-locate_value-innovation","q3","Yes"
"expert_4","choropleth_map-locate_value-innovation","q4","More than one option could be considered correct"
"expert_4","choropleth_map-locate_value-innovation","q2","4"
"expert_4","choropleth_map-locate_value-innovation","q1","4"
"expert_4","stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health","q1","4"
"expert_4","stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health","q4","No"
"expert_4","stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health","q2","4"
"expert_4","stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health","q3","No"
"expert_4","stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health","q5","Cannot tell which answer is correct."
"expert_4","stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy","q4","No"
"expert_4","stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy","q2","4"
"expert_4","stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy","q5","D is most appropriate for the task."
"expert_4","stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy","q3","Yes"
"expert_4","stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy","q1","4"
"expert_4","100_percent_stacked_bar_chart-identify_range-health","q4","Yes"
"expert_4","100_percent_stacked_bar_chart-identify_range-health","q5",""
"expert_4","100_percent_stacked_bar_chart-identify_range-health","q1","4"
"expert_4","100_percent_stacked_bar_chart-identify_range-health","q3","Yes"
"expert_4","100_percent_stacked_bar_chart-identify_range-health","q2","4"
"expert_5","bubble_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate","q3","Yes"
"expert_5","bubble_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate","q2","2"
"expert_5","bubble_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate","q1","3"
"expert_5","bubble_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate","q5",""
"expert_5","bubble_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate","q4","Yes"
"expert_5","histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q1","4"
"expert_5","histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q3","Yes"
"expert_5","histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q2","4"
"expert_5","histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q4","Yes"
"expert_5","histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate","q5",""
"expert_5","histogram-describe_trend_or_correlation-food_and_agriculture","q4","No"
"expert_5","histogram-describe_trend_or_correlation-food_and_agriculture","q5",""
"expert_5","histogram-describe_trend_or_correlation-food_and_agriculture","q2","2"
"expert_5","histogram-describe_trend_or_correlation-food_and_agriculture","q3","No"
"expert_5","histogram-describe_trend_or_correlation-food_and_agriculture","q1","3"
"expert_5","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q3","Yes"
"expert_5","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q4","Yes"
"expert_5","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q2","4"
"expert_5","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q1","4"
"expert_5","line_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture","q5",""
"expert_5","line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment","q1","2"
"expert_5","line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment","q2","3"
"expert_5","line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment","q5",""
"expert_5","line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment","q3","Yes"
"expert_5","line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment","q4","Yes"
"expert_5","choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q1","4"
"expert_5","choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q3","Yes"
"expert_5","choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q4","Yes"
"expert_5","choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q2","4"
"expert_5","choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate","q5",""
"expert_5","choropleth_map-retrieve_value-population_and_demography","q5",""
"expert_5","choropleth_map-retrieve_value-population_and_demography","q2","2"
"expert_5","choropleth_map-retrieve_value-population_and_demography","q4","More than one option could be considered correct"
"expert_5","choropleth_map-retrieve_value-population_and_demography","q1","2"
"expert_5","choropleth_map-retrieve_value-population_and_demography","q3","Yes"
"expert_5","100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate","q2","3"
"expert_5","100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate","q3","Yes"
"expert_5","100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate","q1","4"
"expert_5","100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate","q4","Yes"
"expert_5","100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate","q5",""
"expert_5","stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q4","No"
"expert_5","stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q5",""
"expert_5","stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q2","3"
"expert_5","stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q3","Yes"
"expert_5","stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture","q1","4"
"expert_5","area_chart-judge_which_task_this_visualization_design_best_supports-health","q2","4"
"expert_5","area_chart-judge_which_task_this_visualization_design_best_supports-health","q5",""
"expert_5","area_chart-judge_which_task_this_visualization_design_best_supports-health","q3","Yes"
"expert_5","area_chart-judge_which_task_this_visualization_design_best_supports-health","q4","Yes"
"expert_5","area_chart-judge_which_task_this_visualization_design_best_supports-health","q1","4"
"expert_5","tree_map-make_comparisons-energy_and_environment","q5",""
"expert_5","tree_map-make_comparisons-energy_and_environment","q1","2"
"expert_5","tree_map-make_comparisons-energy_and_environment","q2","3"
"expert_5","tree_map-make_comparisons-energy_and_environment","q4","No"
"expert_5","tree_map-make_comparisons-energy_and_environment","q3","Yes"
"expert_5","scatterplot-identify_range-economy","q3","Yes"
"expert_5","scatterplot-identify_range-economy","q2","3"
"expert_5","scatterplot-identify_range-economy","q5",""
"expert_5","scatterplot-identify_range-economy","q1","3"
"expert_5","scatterplot-identify_range-economy","q4","Yes"
"expert_5","100_percent_stacked_bar_chart-describe_trend_or_correlation-health","q2","2"
"expert_5","100_percent_stacked_bar_chart-describe_trend_or_correlation-health","q1","3"
"expert_5","100_percent_stacked_bar_chart-describe_trend_or_correlation-health","q5",""
"expert_5","100_percent_stacked_bar_chart-describe_trend_or_correlation-health","q3","Yes"
"expert_5","100_percent_stacked_bar_chart-describe_trend_or_correlation-health","q4","Yes"
"expert_5","tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics","q5",""
"expert_5","tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics","q3","Yes"
