Pid,trialName,q4,q5,reason,tentative decision
expert_3,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,More than one option could be considered correct,,only 1 person didn't say yes,"q4: yes
keep"
expert_6,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,Yes,"Again, I wonder about including the sample visualization as it could anchor responses and makes the question itself longer.",,
expert_8,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,No,,,
expert_11,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,Yes,,,
author1,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,Yes,,,
author2,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-politics,Yes,,,
expert_1,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,Yes,"Donts overlap, which makes counting hard.",only 1 person didn't say yes,"q4: yes
keep"
expert_5,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,No,,,
expert_9,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,Yes,,,
author1,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,Yes,,,
author2,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy,Yes,,,
expert_2,scatterplot-locate_value-weather_and_climate,Yes,,only 1 person didn't say yes,"q4: yes
keep"
expert_7,scatterplot-locate_value-weather_and_climate,More than one option could be considered correct,,,
expert_9,scatterplot-locate_value-weather_and_climate,Yes,,,
expert_10,scatterplot-locate_value-weather_and_climate,Yes,,,
author1,scatterplot-locate_value-weather_and_climate,Yes,,,
author2,scatterplot-locate_value-weather_and_climate,Yes,,,
expert_3,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,No,,"incorrect answer generated by GPT for ""describe characteristics of alt chart type""","q4: no
remove"
expert_6,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,Yes,Including the part about overlaps seems a bit odd in these responses.,,
expert_8,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,No,I wonder what the point is with this question. A lay person might consider a stacked area chart as a line chart anyways ,,
expert_11,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,Yes,,,
author1,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,Yes,,,
author2,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,No,"there would probably be some overlap, so C doesn't seem to be the most accurate",,
expert_4,stacked_area_chart-describe_trend_or_correlation-politics,Yes,,only 1 person didn't say yes,"q4: yes
keep"
expert_6,stacked_area_chart-describe_trend_or_correlation-politics,Yes,,,
expert_11,stacked_area_chart-describe_trend_or_correlation-politics,More than one option could be considered correct,,,
author1,stacked_area_chart-describe_trend_or_correlation-politics,Yes,,,
author2,stacked_area_chart-describe_trend_or_correlation-politics,Yes,,,
expert_4,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,No,Cannot tell which answer is correct.,estimate average in stacked area is hard,"q4: no
remove"
expert_6,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,Yes,,,
expert_11,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,More than one option could be considered correct,,,
author1,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,Yes,very hard especially bottom not aligned,,
author2,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,Yes,on the harder side,,
expert_3,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,More than one option could be considered correct,Too close to judge,estimate difference in stacked area is hard,"q4: no
remove"
expert_4,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,More than one option could be considered correct,Hard to tell which option is correct.,,
expert_6,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,More than one option could be considered correct,"For an estimation task, I would anticipate a bit more wiggle room in terms of how close a participant would have to get to answer it correctly. These values are so similar and it is a bit hard to estimate to within ""2"" on this chart (which is why I would argue for more than one option being potentially correct for estimation).",,
expert_11,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,More than one option could be considered correct,,,
author1,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,More than one option could be considered correct,too hard to tell,,
author2,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation,More than one option could be considered correct,,,
expert_3,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,No,,vis has conceptual error,"q4: no
remove"
expert_7,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,Yes,,,
expert_8,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,No,"Not sure what ""total temperature"" etc means. We can't just sum up temperature and divide it by the sum of speed? I guess the point is to compare the colored areas but this question doesn't make physical sense",,
expert_10,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,No,I have no idea what this questions is asking,,
author1,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,Yes,vis is a bit strange ,,
author2,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,Yes,,,
expert_1,stacked_area_chart-identify_range-innovation,No,"The way I understand the question, it's asking for total number of innovations for all categories combined. The answers seem to show the range for each category. This chart i fine for making an estimate for all categories, but would be really hard for the the maximum range of innovation from within.",more people said yes than no ,"q4: yes
keep"
expert_5,stacked_area_chart-identify_range-innovation,No,,,
expert_9,stacked_area_chart-identify_range-innovation,Yes,,,
author1,stacked_area_chart-identify_range-innovation,Yes,,,
author2,stacked_area_chart-identify_range-innovation,Yes,,,
expert_1,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,Yes,,only one no,"q4: yes
keep"
expert_5,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,No,,,
expert_9,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,Yes,,,
author1,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,Yes,,,
author2,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture,Yes,,,
expert_1,stacked_area_chart-locate_value-economy,No,,more yes than other answer,"q4: yes
keep"
expert_4,stacked_area_chart-locate_value-economy,More than one option could be considered correct,,,
expert_5,stacked_area_chart-locate_value-economy,Yes,,,
author1,stacked_area_chart-locate_value-economy,Yes,strange wording,,
author2,stacked_area_chart-locate_value-economy,Yes,,,
expert_3,stacked_area_chart-make_comparisons-energy_and_environment,Yes,,only one no,"q4: yes
keep"
expert_6,stacked_area_chart-make_comparisons-energy_and_environment,Yes,"This chart does not seem like the ideal choice to answer this question, which makes it seem less relevant. Direct comparison of the users or visualization of the trend between them may be more effective.",,
expert_8,stacked_area_chart-make_comparisons-energy_and_environment,No,"I can't really tell what the values are for solar/wind, let alone increase/decrease",,
expert_11,stacked_area_chart-make_comparisons-energy_and_environment,Yes,,,
author1,stacked_area_chart-make_comparisons-energy_and_environment,Yes,,,
author2,stacked_area_chart-make_comparisons-energy_and_environment,Yes,,,
expert_1,stacked_area_chart-retrieve_value-economy,Yes,I would have to do math and a bunch of approximations to guess the value.,only one not yes,"q4: yes
keep"
expert_4,stacked_area_chart-retrieve_value-economy,More than one option could be considered correct,Both B and C seem correct.,,
expert_11,stacked_area_chart-retrieve_value-economy,Yes,,,
author1,stacked_area_chart-retrieve_value-economy,Yes,,,
author2,stacked_area_chart-retrieve_value-economy,Yes,,,
expert_3,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,No,,stacked bar chart hard to replace in this type of question,"q4: no
remove"
expert_7,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,Yes,,,
expert_8,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,Yes,,,
expert_10,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,No,This would be an inappropriate use of a line chart,,
author1,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,No,this vs cannot be turned into a line chart,,
author2,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,No,,,
expert_3,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,More than one option could be considered correct,,estimate difference in stacked bar across different bars can be hard,"q4: no
remove"
expert_7,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,More than one option could be considered correct,,,
expert_8,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,No,Cannot tell the exact number,,
expert_10,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,This specific question compares two extremely close values in a challenging color palette; I think you are likely to get a lot of confounding.,,
author1,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,a bit hard,,
author2,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-education,More than one option could be considered correct,,,
expert_3,stacked_bar_chart-identify_range-health,More than one option could be considered correct,,identify range or value related questions and stacked bar are an inappropriate combination ,"q4: no
remove"
expert_6,stacked_bar_chart-identify_range-health,Yes,"The visualization design for this task is perhaps not the easiest to answer this question, but the question and items seem straightforward enough",,
expert_8,stacked_bar_chart-identify_range-health,No,It's just hard to read values off of the stacked bar segments. I don't know if any of the options are right but it sure is a bad test,,
expert_11,stacked_bar_chart-identify_range-health,More than one option could be considered correct,,,
author1,stacked_bar_chart-identify_range-health,Yes,a bit hard to estimate,,
author2,stacked_bar_chart-identify_range-health,Yes,,,
expert_1,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,Yes,,only one not yes,"q4: yes
keep"
expert_4,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,More than one option could be considered correct,A and B can be considered correct.,,
expert_11,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,Yes,,,
author1,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,Yes,,,
author2,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy,Yes,,,
expert_4,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,No,D is most appropriate for the task.,only one not yes,"q4: yes
keep"
expert_6,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,Yes,,,
expert_11,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,Yes,,,
author1,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,Yes,,,
author2,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy,Yes,,,
expert_1,stacked_bar_chart-make_comparisons-education,Yes,It's really hard to make comparison's using the chart. Even understanding what the question is asking for and searching for all the colors takes a good few minutes. ,only one not yes,"q4: yes
keep"
expert_4,stacked_bar_chart-make_comparisons-education,Yes,,,
expert_5,stacked_bar_chart-make_comparisons-education,No,,,
author1,stacked_bar_chart-make_comparisons-education,Yes,,,
author2,stacked_bar_chart-make_comparisons-education,Yes,,,
expert_4,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,No,The treemap does not represent the data in the first place by combining the likely-overlapped categories into a single chart.,conceptual error with tree map,"q4: no
remove"
expert_6,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,Yes,"This question seems more related to an understanding of what a pie chart is, rather than the characteristics that it would show.",,
expert_11,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,Yes,,,
author1,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,Yes,map is problematic. B is ok and the best of the 4 but could be better,,
author2,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,Yes,,,
expert_2,tree_map-describe_trend_or_correlation-education,No,,trend/correlation question are only suitable for charts with certain characteristics: scatterplot or temporal variables,"q4: no
remove"
expert_5,tree_map-describe_trend_or_correlation-education,Yes,,,
expert_9,tree_map-describe_trend_or_correlation-education,Yes,,,
expert_10,tree_map-describe_trend_or_correlation-education,No,"I don't know what you mean by a ""decreasing trend"" in a squarified treemap",,
author1,tree_map-describe_trend_or_correlation-education,Yes,not really about trend. trend is hard with tree map without a time dimension,,
author2,tree_map-describe_trend_or_correlation-education,Yes,,,
expert_1,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,Yes,I would just print the percentage numbers on this chart.,hard to estimate average in tree map because size is hard,"q4: no
remove"
expert_2,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,More than one option could be considered correct,bad viz for the task,,
expert_5,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,No,,,
expert_9,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,More than one option could be considered correct,,,
author1,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,Yes,,,
author2,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,Yes,,,
expert_4,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,No,Hard to tell which one is the correct answer.,hard to estimate difference in tree map because size is hard,"q4: no
remove"
expert_6,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,,,
expert_11,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,No,,,
author1,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,Yes,a bit hard,,
author2,tree_map-estimate_the_difference_between_two_values_of_the_same_type-education,More than one option could be considered correct,,,
expert_2,tree_map-identify_labels_of_scales-population_and_demography,No,This question is nonsensical given the chart.,treemap has conceptual error,"q4: no
remove"
expert_7,tree_map-identify_labels_of_scales-population_and_demography,Yes,,,
expert_8,tree_map-identify_labels_of_scales-population_and_demography,Yes,The color legend makes sense but the treemap itself doesn't,,
expert_10,tree_map-identify_labels_of_scales-population_and_demography,Yes,,,
author1,tree_map-identify_labels_of_scales-population_and_demography,Yes,tree map is problematic because of the three categories are not a partition,,
author2,tree_map-identify_labels_of_scales-population_and_demography,Yes,,,
expert_3,tree_map-identify_range-energy_and_environment,Yes,Very challenging to compare the areas,hard to identify range in tree map because size is hard,"q4: no
remove"
expert_6,tree_map-identify_range-energy_and_environment,Yes,"Not as clear in this one what values are being encoded, so it seems like there could be more uncertainty or confusion related to the visualization question/items.",,
expert_7,tree_map-identify_range-energy_and_environment,No,Cannot read any values from the visualization,,
expert_8,tree_map-identify_range-energy_and_environment,No,Not sure what the tree map represents or what the ranges are in the options,,
author1,tree_map-identify_range-energy_and_environment,Yes,a bit hard to estimate ,,
author2,tree_map-identify_range-energy_and_environment,More than one option could be considered correct,not sure what the numbers correspond to,,
expert_2,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,,more yes than no,"q4: yes
keep"
expert_7,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,No,,,
expert_8,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,No,I'm familiar with the climate domain but I have trouble imagining a scenario where we need to compare the proportion of temperature data vs. precipitation data (part of what a treemap does),,
expert_10,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,The chart in this question feels like it's doing a lot of leading... maybe show all 4 alternatives?,,
author1,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,map is weird because temp prep and wind are not the same hierarchy ,,
author2,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,Yes,,,
expert_1,tree_map-make_comparisons-energy_and_environment,Yes,It's hard to compare when values are relatively close to each other. ,"hard to compare size in tree map

more people said yes","q4: yes
keep"
expert_5,tree_map-make_comparisons-energy_and_environment,No,,,
expert_9,tree_map-make_comparisons-energy_and_environment,Yes,,,
author1,tree_map-make_comparisons-energy_and_environment,Yes,,,
author2,tree_map-make_comparisons-energy_and_environment,Yes,,,
expert_1,tree_map-retrieve_value-politics,More than one option could be considered correct,People in some industries tend to like these charts. I would just print the values in the chart for this task. No reason not to. ,only one person said not yes,"q4: yes
keep"
expert_4,tree_map-retrieve_value-politics,Yes,,,
expert_5,tree_map-retrieve_value-politics,Yes,,,
author1,tree_map-retrieve_value-politics,Yes,,,
author2,tree_map-retrieve_value-politics,Yes,,,
